City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
necochea,-38.55,-58.74,53.01,79,100,11.01,AR,2020-05-09
dunedin,-45.87,170.5,52.0,92,0,3.0,NZ,2020-05-09
cururupu,-1.83,-44.87,74.71,95,95,0.6,BR,2020-05-09
veraval,20.9,70.37,90.28,55,0,14.07,IN,2020-05-09
marawi,8.0,124.29,87.01,76,99,4.0,PH,2020-05-09
shimoda,34.67,138.95,68.0,60,75,12.75,JP,2020-05-09
tomatlan,19.93,-105.25,73.71,76,0,1.07,MX,2020-05-09
margate,51.38,1.39,61.0,81,4,4.0,GB,2020-05-09
bara,10.37,10.73,88.21,52,59,8.14,NG,2020-05-09
alcantarilla,37.97,-1.22,70.0,82,77,3.36,ES,2020-05-09
avanigadda,16.02,80.92,100.4,47,0,3.36,IN,2020-05-09
gold coast,-28.0,153.43,73.4,69,100,13.87,AU,2020-05-09
piacabucu,-10.41,-36.43,75.07,85,78,4.43,BR,2020-05-09
cayeli,41.09,40.73,54.32,75,100,2.84,TR,2020-05-09
jinxiang,22.86,115.7,85.26,71,1,18.39,CN,2020-05-09
kavaratti,10.57,72.64,91.4,66,20,5.82,IN,2020-05-09
surgut,61.25,73.42,78.8,24,98,17.9,RU,2020-05-09
shingu,33.73,135.98,68.0,60,75,14.99,JP,2020-05-09
grindavik,63.84,-22.43,35.6,55,0,12.75,IS,2020-05-09
dawlatabad,36.41,64.91,83.35,29,0,13.27,AF,2020-05-09
carutapera,-1.2,-46.02,76.42,93,100,3.8,BR,2020-05-09
san felipe,10.34,-68.74,75.47,73,100,1.79,VE,2020-05-09
biltine,14.53,20.92,100.87,7,0,13.4,TD,2020-05-09
karpathos,35.51,27.21,69.8,64,20,26.4,GR,2020-05-09
asfi,32.3,-9.24,64.18,70,0,4.32,MA,2020-05-09
iquique,-20.22,-70.14,60.8,77,31,3.36,CL,2020-05-09
paamiut,61.99,-49.67,36.95,81,97,6.26,GL,2020-05-09
alta floresta,-9.88,-56.09,68.27,97,35,2.42,BR,2020-05-09
kruisfontein,-34.0,24.73,67.6,63,0,4.47,ZA,2020-05-09
salou,41.08,1.14,66.2,77,100,9.17,ES,2020-05-09
miram shah,33.01,70.07,86.29,29,0,11.3,PK,2020-05-09
abu dhabi,24.47,54.37,93.2,34,0,6.93,AE,2020-05-09
mao,39.89,4.27,66.2,88,75,9.17,ES,2020-05-09
horta,38.53,-28.63,60.8,93,75,9.17,PT,2020-05-09
port moresby,-9.44,147.18,84.2,79,75,17.22,PG,2020-05-09
roald,62.58,6.13,42.01,93,75,11.41,NO,2020-05-09
lisala,2.15,21.52,73.0,98,100,2.17,CD,2020-05-09
bundaberg,-24.85,152.35,75.2,53,75,9.17,AU,2020-05-09
vila franca do campo,37.72,-25.43,60.8,82,40,6.93,PT,2020-05-09
port hedland,-20.32,118.57,93.2,13,13,10.29,AU,2020-05-09
odweyne,9.41,45.06,81.97,50,4,9.31,SO,2020-05-09
korla,41.76,86.15,78.93,17,100,10.58,CN,2020-05-09
etchoropo,26.77,-109.67,69.42,58,0,1.97,MX,2020-05-09
dolores,-36.31,-57.68,48.54,85,100,9.1,AR,2020-05-09
butembo,0.15,29.28,71.78,68,60,0.51,CD,2020-05-09
turayf,31.67,38.66,77.0,33,0,13.87,SA,2020-05-09
la rioja,42.25,-2.5,60.8,77,57,10.29,ES,2020-05-09
isangel,-19.55,169.27,74.03,81,10,15.37,VU,2020-05-09
bastia,42.67,9.33,69.01,68,20,2.24,FR,2020-05-09
chalus,36.66,51.42,69.8,77,0,6.93,IR,2020-05-09
auki,-8.77,160.7,81.01,83,16,5.23,SB,2020-05-09
russell,32.35,-85.2,57.2,58,40,13.87,US,2020-05-09
baijiantan,45.63,85.18,83.82,12,0,8.93,CN,2020-05-09
lengshuitan,26.41,111.6,82.35,79,78,7.87,CN,2020-05-09
praia da vitoria,38.73,-27.07,59.0,93,75,8.52,PT,2020-05-09
souillac,-20.52,57.52,80.6,65,40,9.17,MU,2020-05-09
belyy yar,53.6,91.39,62.6,27,0,2.24,RU,2020-05-09
zorritos,-3.68,-80.68,76.44,76,92,2.77,PE,2020-05-09
weiser,44.25,-116.97,54.0,46,1,4.36,US,2020-05-09
simi,9.57,-12.35,78.71,88,97,3.06,SL,2020-05-09
bandar-e lengeh,26.56,54.88,86.0,70,0,13.87,IR,2020-05-09
marsa matruh,31.35,27.25,68.0,60,0,11.41,EG,2020-05-09
celestun,20.87,-90.4,78.08,82,1,8.08,MX,2020-05-09
saskylakh,71.92,114.08,17.73,94,11,15.17,RU,2020-05-09
pali,25.77,73.33,107.02,15,0,10.38,IN,2020-05-09
esso,55.93,158.7,27.52,92,99,7.0,RU,2020-05-09
straumen,63.87,11.3,42.8,75,40,11.41,NO,2020-05-09
boffa,10.17,-14.03,79.05,79,100,2.77,GN,2020-05-09
progreso,21.28,-89.67,82.4,69,75,11.41,MX,2020-05-09
beringovskiy,63.05,179.32,31.93,98,100,9.35,RU,2020-05-09
krasnoye-na-volge,57.51,41.24,55.4,58,100,6.71,RU,2020-05-09
georgiyevka,43.04,74.71,71.6,49,75,15.66,KZ,2020-05-09
buzmeyin,38.05,58.21,77.0,38,0,6.93,TM,2020-05-09
dong hoi,17.48,106.6,88.56,68,55,8.61,VN,2020-05-09
dashitou,43.31,128.51,62.35,65,100,2.57,CN,2020-05-09
port macquarie,-31.43,152.92,64.0,85,100,9.48,AU,2020-05-09
abu samrah,35.3,37.18,74.79,37,20,19.95,SY,2020-05-09
dryden,49.78,-92.75,28.4,58,1,5.82,CA,2020-05-09
ondarroa,43.32,-2.42,68.0,68,98,8.05,ES,2020-05-09
oistins,13.07,-59.53,78.8,74,40,16.11,BB,2020-05-09
kapuskasing,49.42,-82.43,23.0,73,90,11.41,CA,2020-05-09
kelheim,48.92,11.87,66.0,62,40,4.7,DE,2020-05-09
monte alegre de minas,-18.87,-48.88,59.23,91,16,5.55,BR,2020-05-09
plaridel,14.89,120.86,99.0,53,20,5.82,PH,2020-05-09
muyezerskiy,63.93,31.65,35.91,95,100,6.76,RU,2020-05-09
tulu bolo,8.67,38.22,73.27,46,70,11.54,ET,2020-05-09
colimes,-1.55,-80.02,79.0,77,87,1.99,EC,2020-05-09
minuri,16.54,121.86,91.78,53,56,3.69,PH,2020-05-09
sola,-13.88,167.55,81.1,74,0,13.29,VU,2020-05-09
vao,-22.67,167.48,73.81,75,0,16.08,NC,2020-05-09
non sang,16.87,102.57,104.0,42,40,11.41,TH,2020-05-09
clinton,42.59,-82.92,30.0,58,1,8.05,US,2020-05-09
vostok,46.49,135.88,60.8,39,100,4.54,RU,2020-05-09
corinto,37.94,22.96,73.0,60,0,3.0,GR,2020-05-09
alihe,50.57,123.72,69.78,22,100,4.61,CN,2020-05-09
wanning,18.8,110.4,87.44,73,9,16.55,CN,2020-05-09
fonte boa,-2.5,-66.27,73.22,98,100,0.96,BR,2020-05-09
jatiroto,-7.88,111.12,84.09,73,100,2.37,ID,2020-05-09
te anau,-45.42,167.72,52.03,87,100,3.36,NZ,2020-05-09
narrabri,-30.32,149.78,66.2,59,38,10.29,AU,2020-05-09
pangnirtung,66.15,-65.71,25.66,87,100,3.4,CA,2020-05-09
norrtalje,59.76,18.7,48.99,62,41,5.99,SE,2020-05-09
tavda,58.04,65.27,78.78,23,26,7.76,RU,2020-05-09
portales,34.19,-103.33,46.4,55,1,9.17,US,2020-05-09
naron,43.52,-8.15,61.0,82,81,5.82,ES,2020-05-09
batticaloa,7.71,81.69,88.38,66,97,8.01,LK,2020-05-09
santa rosa,14.31,121.11,99.0,53,20,5.82,PH,2020-05-09
eyl,7.98,49.82,89.58,49,0,6.29,SO,2020-05-09
vigrestad,58.57,5.7,46.4,70,75,4.7,NO,2020-05-09
palmerston north,-40.35,175.62,50.0,94,1,2.55,NZ,2020-05-09
pangai,-19.8,-174.35,81.54,82,100,12.46,TO,2020-05-09
lazaro cardenas,17.96,-102.2,75.52,83,0,3.96,MX,2020-05-09
sosnovo-ozerskoye,52.52,111.54,50.72,43,100,11.9,RU,2020-05-09
baruun-urt,46.68,113.28,59.16,35,62,17.9,MN,2020-05-09
kindu,-2.95,25.95,82.89,64,100,2.46,CD,2020-05-09
agboville,5.93,-4.21,81.48,82,54,2.89,CI,2020-05-09
ovalle,-30.6,-71.2,50.25,81,0,1.61,CL,2020-05-09
altamira,-3.2,-52.21,72.41,97,45,0.65,BR,2020-05-09
garissa,-0.45,39.64,87.87,47,11,23.44,KE,2020-05-09
komsomolskiy,40.43,71.72,75.2,44,12,11.41,UZ,2020-05-09
melo,-32.37,-54.18,44.8,88,26,5.68,UY,2020-05-09
buxar,25.58,83.98,105.84,13,0,8.79,IN,2020-05-09
shellbrook,53.22,-106.4,32.22,98,21,3.27,CA,2020-05-09
media luna,20.14,-77.44,78.87,81,36,2.98,CU,2020-05-09
de aar,-30.65,24.01,57.2,44,0,8.05,ZA,2020-05-09
freeport,40.66,-73.58,37.4,70,75,11.41,US,2020-05-09
canico,32.63,-16.85,66.2,72,20,2.24,PT,2020-05-09
reshetylivka,49.56,34.08,54.48,67,100,11.16,UA,2020-05-09
chapais,49.78,-74.85,23.0,92,90,9.17,CA,2020-05-09
kichera,55.94,110.1,47.44,48,84,4.76,RU,2020-05-09
dergachi,51.23,48.77,66.45,68,100,6.55,RU,2020-05-09
benghazi,32.12,20.07,67.71,38,11,1.45,LY,2020-05-09
ballina,-28.87,153.57,71.6,77,75,5.82,AU,2020-05-09
ayagoz,47.97,80.44,78.24,18,100,9.28,KZ,2020-05-09
bentiu,9.23,29.83,84.72,58,100,4.88,SS,2020-05-09
baiao,-2.79,-49.67,73.49,98,83,0.92,BR,2020-05-09
ewo,-0.87,14.82,81.21,74,98,3.33,CG,2020-05-09
altay,47.87,88.12,69.35,22,0,6.51,CN,2020-05-09
magnor,59.95,12.2,55.0,57,11,6.93,SE,2020-05-09
kaffrine,14.11,-15.55,77.0,69,6,4.7,SN,2020-05-09
vila,42.03,-8.16,55.99,88,100,1.99,PT,2020-05-09
sokoto,13.06,5.24,95.07,29,0,11.83,NG,2020-05-09
cap malheureux,-19.98,57.61,84.0,60,0,5.99,MU,2020-05-09
sarankhola,22.31,89.79,102.49,25,0,6.4,BD,2020-05-09
kirakira,-10.45,161.92,80.04,83,2,9.71,SB,2020-05-09
aksay,47.26,39.87,57.2,62,40,13.42,RU,2020-05-09
kaeo,-35.1,173.78,57.0,8,12,1.99,NZ,2020-05-09
khirkiya,22.17,76.86,111.04,10,5,4.83,IN,2020-05-09
gat,31.61,34.76,71.01,61,96,3.0,IL,2020-05-09
kodinsk,58.69,99.18,52.16,61,97,10.25,RU,2020-05-09
maunabo,18.01,-65.9,80.01,86,100,1.01,PR,2020-05-09
mastic beach,40.77,-72.85,37.4,74,90,24.16,US,2020-05-09
edd,13.93,41.69,97.16,35,0,15.3,ER,2020-05-09
itarema,-2.92,-39.92,76.35,91,99,6.11,BR,2020-05-09
bobrovka,54.05,61.75,78.21,29,0,16.4,RU,2020-05-09
tura,25.52,90.22,96.15,19,3,5.06,IN,2020-05-09
santa maria del oro,25.93,-105.37,59.92,72,99,6.91,MX,2020-05-09
umea,63.83,20.26,42.01,60,0,14.99,SE,2020-05-09
hailun,47.45,126.93,66.92,28,100,6.93,CN,2020-05-09
svetlyy,54.67,20.13,55.4,71,40,11.18,RU,2020-05-09
egvekinot,66.32,-179.17,31.71,93,83,12.08,RU,2020-05-09
sao caetano do sul,-23.62,-46.55,57.2,76,90,5.82,BR,2020-05-09
tiruchchendur,8.48,78.12,89.42,64,63,10.78,IN,2020-05-09
goundam,16.41,-3.67,93.49,11,1,7.27,ML,2020-05-09
jinchang,38.5,102.17,68.88,14,99,13.18,CN,2020-05-09
tingi,-11.3,35.03,69.44,68,41,2.48,TZ,2020-05-09
bilibino,68.05,166.44,34.0,87,13,8.21,RU,2020-05-09
mitsamiouli,-11.38,43.28,81.9,75,100,15.77,KM,2020-05-09
belen,36.49,36.22,66.2,72,75,2.24,TR,2020-05-09
ostersund,63.18,14.64,35.6,64,0,6.93,SE,2020-05-09
butajira,8.12,38.37,71.8,52,8,10.33,ET,2020-05-09
krasnokamensk,50.1,118.04,62.78,31,90,4.72,RU,2020-05-09
pueblo rico,5.24,-76.04,66.81,88,100,1.45,CO,2020-05-09
lompoc,34.64,-120.46,61.0,100,90,5.82,US,2020-05-09
mananara,-16.17,49.77,79.99,71,48,7.63,MG,2020-05-09
murom,55.57,42.04,56.93,89,99,4.94,RU,2020-05-09
