City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
murgab,37.5,61.97,71.6,56,0,4.7,TM,2020-05-10
harper,4.38,-7.72,80.47,84,100,10.78,LR,2020-05-10
arcata,40.87,-124.08,55.99,87,1,3.36,US,2020-05-10
sydney,-33.87,151.21,68.0,45,0,11.41,AU,2020-05-10
tocopilla,-22.09,-70.2,62.73,65,24,4.85,CL,2020-05-10
pizarro,4.95,-77.37,79.18,88,100,3.42,CO,2020-05-10
shira,54.49,89.95,71.98,30,51,1.43,RU,2020-05-10
capitan bado,-23.27,-55.53,64.72,75,2,12.41,PY,2020-05-10
nhulunbuy,-12.23,136.77,86.0,62,75,13.87,AU,2020-05-10
nyurba,63.28,118.33,44.76,58,68,11.39,RU,2020-05-10
zambezi,-13.54,23.1,55.33,89,23,4.61,ZM,2020-05-10
sloboda,51.14,40.3,50.34,90,100,12.39,RU,2020-05-10
ferrol,43.48,-8.24,48.2,100,90,4.7,ES,2020-05-10
aklavik,68.22,-135.01,46.4,45,40,10.29,CA,2020-05-10
methoni,36.82,21.7,61.0,87,40,8.72,GR,2020-05-10
wagar,16.15,36.2,80.87,53,46,8.14,SD,2020-05-10
odoyev,53.94,36.69,47.86,84,8,6.29,RU,2020-05-10
bilma,18.69,12.92,78.96,14,0,6.4,NE,2020-05-10
vila velha,-20.33,-40.29,66.0,93,93,2.24,BR,2020-05-10
usinsk,65.99,57.53,43.41,68,89,13.8,RU,2020-05-10
basoko,1.24,23.62,71.37,93,55,2.3,CD,2020-05-10
atherton,53.52,-2.49,39.0,72,0,1.99,GB,2020-05-10
polson,47.69,-114.16,50.0,47,73,8.01,US,2020-05-10
minna,9.61,6.56,80.6,78,20,12.75,NG,2020-05-10
touros,-5.2,-35.46,75.2,100,40,4.7,BR,2020-05-10
morgan city,29.7,-91.21,66.2,93,1,5.84,US,2020-05-10
port hedland,-20.32,118.57,91.4,11,71,16.11,AU,2020-05-10
kontagora,10.4,5.47,76.8,80,98,5.5,NG,2020-05-10
teguldet,57.31,88.17,79.03,37,8,2.01,RU,2020-05-10
stornoway,58.21,-6.39,33.01,79,91,3.36,GB,2020-05-10
le port,-20.94,55.29,71.6,60,89,10.29,RE,2020-05-10
harrison,30.41,-89.04,64.4,55,1,6.93,US,2020-05-10
dingle,11.0,122.67,93.67,47,100,6.46,PH,2020-05-10
stromness,58.97,-3.3,37.99,64,98,10.29,GB,2020-05-10
yarmouth,41.71,-70.23,50.0,66,1,20.8,US,2020-05-10
benalla,-36.55,145.98,60.01,66,4,4.7,AU,2020-05-10
moron,-34.65,-58.62,69.01,68,85,1.99,AR,2020-05-10
arlit,18.74,7.39,84.43,13,0,11.36,NE,2020-05-10
kargasok,59.06,80.86,77.49,33,59,3.4,RU,2020-05-10
saint-joseph,-21.37,55.62,71.6,60,75,6.93,RE,2020-05-10
colares,38.8,-9.45,61.0,87,54,20.49,PT,2020-05-10
kondinskoye,59.65,67.41,70.7,49,68,6.76,RU,2020-05-10
luderitz,-26.65,15.16,66.2,45,0,6.93,NA,2020-05-10
lac du bonnet,50.25,-96.06,30.0,60,49,5.99,CA,2020-05-10
auki,-8.77,160.7,84.63,77,93,6.58,SB,2020-05-10
bambous virieux,-20.34,57.76,73.4,56,75,11.41,MU,2020-05-10
gisborne,-38.65,178.0,60.01,70,75,3.0,NZ,2020-05-10
yaan,7.38,8.57,75.16,90,66,5.59,NG,2020-05-10
mount isa,-20.73,139.5,77.0,13,0,11.41,AU,2020-05-10
la asuncion,11.03,-63.86,78.8,94,17,17.22,VE,2020-05-10
miri,4.41,114.01,82.4,83,75,11.41,MY,2020-05-10
hamilton,39.18,-84.53,46.99,67,13,5.01,US,2020-05-10
zavitinsk,50.12,129.45,52.59,52,96,10.8,RU,2020-05-10
marovoay,-16.1,46.63,71.6,73,20,5.82,MG,2020-05-10
kuching,1.55,110.33,89.6,70,40,3.36,MY,2020-05-10
ayan,56.45,138.17,35.55,84,30,14.81,RU,2020-05-10
igrim,63.19,64.42,55.44,73,38,9.13,RU,2020-05-10
burnie,-41.07,145.92,61.0,60,75,4.0,AU,2020-05-10
barcelona,41.39,2.16,61.0,77,20,14.99,ES,2020-05-10
pokhara,28.23,83.98,80.53,38,91,2.39,NP,2020-05-10
dudinka,69.41,86.18,37.4,69,64,13.42,RU,2020-05-10
mets masrik,40.22,45.77,41.65,65,0,0.47,AM,2020-05-10
avera,33.19,-82.53,57.2,82,1,5.77,US,2020-05-10
mubi,10.27,13.26,80.76,60,25,2.98,NG,2020-05-10
isangel,-19.55,169.27,78.8,61,20,9.17,VU,2020-05-10
samana,19.21,-69.34,76.24,87,100,5.57,DO,2020-05-10
ormara,25.21,64.64,83.34,71,31,9.62,PK,2020-05-10
tuatapere,-46.13,167.68,52.54,91,100,3.69,NZ,2020-05-10
whitehorse,60.72,-135.05,62.6,23,20,3.36,CA,2020-05-10
khash,28.22,61.22,81.66,19,60,2.77,IR,2020-05-10
porto novo,6.5,2.6,77.0,88,40,2.24,BJ,2020-05-10
ziro,27.63,93.83,74.08,50,4,1.59,IN,2020-05-10
ust-shonosha,61.15,41.34,47.28,75,0,3.4,RU,2020-05-10
berja,36.85,-2.95,59.0,82,0,2.24,ES,2020-05-10
mezen,65.85,44.24,37.45,85,3,6.93,RU,2020-05-10
yenagoa,4.92,6.26,74.17,94,66,0.85,NG,2020-05-10
udachnyy,66.42,112.4,30.2,63,90,8.95,RU,2020-05-10
kisangani,0.52,25.2,69.51,98,40,1.54,CD,2020-05-10
necochea,-38.55,-58.74,54.0,59,0,8.01,AR,2020-05-10
parrita,9.52,-84.32,73.4,88,40,3.36,CR,2020-05-10
neepawa,50.23,-99.47,30.2,54,40,11.41,CA,2020-05-10
mandalgovi,45.76,106.27,62.91,29,19,27.45,MN,2020-05-10
hailun,47.45,126.93,57.47,41,100,15.9,CN,2020-05-10
srednekolymsk,67.45,153.68,41.92,69,60,12.12,RU,2020-05-10
novoseleznevo,55.68,69.21,72.57,54,29,7.29,RU,2020-05-10
bonaventure,48.05,-65.49,39.99,69,40,19.46,CA,2020-05-10
aripuana,-9.17,-60.63,72.86,97,95,1.3,BR,2020-05-10
mendoza,-32.89,-68.83,60.8,48,44,8.05,AR,2020-05-10
portland,45.52,-122.68,78.01,29,1,7.25,US,2020-05-10
juegang,32.32,121.19,81.0,50,0,1.12,CN,2020-05-10
dombarovskiy,50.76,59.54,62.4,57,97,5.46,RU,2020-05-10
te anau,-45.42,167.72,50.52,90,100,1.45,NZ,2020-05-10
san jeronimo,-11.95,-75.28,47.46,75,83,0.65,PE,2020-05-10
vikulovo,56.82,70.61,72.0,39,65,7.99,RU,2020-05-10
waingapu,-9.66,120.26,85.28,63,9,12.66,ID,2020-05-10
fonte boa,-2.5,-66.27,72.41,96,44,1.3,BR,2020-05-10
ust-ishim,57.69,71.17,67.89,49,97,4.54,RU,2020-05-10
victoria,22.29,114.16,89.01,62,27,5.99,HK,2020-05-10
grand gaube,-20.01,57.66,73.0,63,100,3.0,MU,2020-05-10
bodden town,19.28,-81.25,82.99,74,100,5.99,KY,2020-05-10
dalvik,65.97,-18.53,39.2,55,90,23.04,IS,2020-05-10
quito,-0.23,-78.52,59.0,93,90,4.7,EC,2020-05-10
chicama,-7.84,-79.15,69.93,78,83,4.54,PE,2020-05-10
matata,-37.88,176.75,66.0,61,1,4.14,NZ,2020-05-10
cacu,-18.56,-51.13,64.15,82,0,6.11,BR,2020-05-10
nancha,47.13,129.27,62.85,29,99,8.03,CN,2020-05-10
chumikan,54.72,135.31,32.61,97,100,8.77,RU,2020-05-10
lingao,19.91,109.69,87.57,69,28,6.91,CN,2020-05-10
srandakan,-7.94,110.25,82.99,79,95,8.19,ID,2020-05-10
gat,31.61,34.76,63.0,68,0,2.93,IL,2020-05-10
blyth,55.13,-1.51,41.0,69,84,9.17,GB,2020-05-10
vanimo,-2.67,141.3,87.06,65,70,2.17,PG,2020-05-10
mahibadhoo,3.78,72.97,84.76,79,100,15.59,MV,2020-05-10
dasoguz,41.84,59.97,77.0,41,15,9.17,TM,2020-05-10
gbarnga,7.0,-9.47,72.63,97,87,3.18,LR,2020-05-10
loding,67.3,14.75,35.6,74,75,10.29,NO,2020-05-10
yambio,4.57,28.4,68.72,94,98,3.31,SS,2020-05-10
tombouctou,20.0,-3.0,87.33,12,2,12.21,ML,2020-05-10
tsiroanomandidy,-18.77,46.03,61.56,82,89,3.02,MG,2020-05-10
grand forks,47.93,-97.03,36.0,47,1,16.11,US,2020-05-10
mount gambier,-37.83,140.77,59.0,77,75,13.87,AU,2020-05-10
belaya gora,68.53,146.42,33.28,99,100,8.21,RU,2020-05-10
conceicao da barra,-18.59,-39.73,66.09,81,32,3.4,BR,2020-05-10
navahrudak,53.6,25.83,52.05,75,76,12.77,BY,2020-05-10
kabo,7.7,18.63,74.95,84,90,4.94,CF,2020-05-10
buraydah,26.33,43.98,77.0,44,99,9.17,SA,2020-05-10
krasnoselkup,65.7,82.47,45.64,77,10,7.65,RU,2020-05-10
cairns,-16.92,145.77,84.2,54,40,20.8,AU,2020-05-10
byron bay,-28.65,153.62,66.2,63,40,19.46,AU,2020-05-10
salina cruz,16.17,-95.2,83.91,59,13,23.55,MX,2020-05-10
lagos,6.58,3.75,78.8,94,20,3.36,NG,2020-05-10
verkhnyaya inta,65.98,60.31,42.31,80,70,9.24,RU,2020-05-10
jalalabad,34.43,70.45,82.4,48,75,4.07,AF,2020-05-10
nampula,-15.12,39.27,64.4,93,75,9.17,MZ,2020-05-10
pritzwalk,53.15,12.17,46.0,80,100,4.0,DE,2020-05-10
kinsale,51.71,-8.53,42.01,60,75,16.11,IE,2020-05-10
brigham city,41.51,-112.02,73.4,15,40,3.36,US,2020-05-10
meulaboh,4.14,96.13,85.39,72,100,6.73,ID,2020-05-10
nuuk,64.18,-51.72,46.4,61,99,9.17,GL,2020-05-10
sibiti,-3.68,13.35,68.92,100,100,2.08,CG,2020-05-10
havoysund,71.0,24.66,33.8,82,90,14.99,NO,2020-05-10
aketi,2.74,23.78,70.2,97,53,0.65,CD,2020-05-10
tshikapa,-6.42,20.8,70.66,87,80,1.1,CD,2020-05-10
luoyang,34.68,112.45,75.06,19,4,17.16,CN,2020-05-10
benguela,-12.58,13.41,76.21,67,97,3.74,AO,2020-05-10
havre-saint-pierre,50.23,-63.6,35.6,80,20,19.46,CA,2020-05-10
vezirkopru,41.14,35.45,42.8,81,4,1.01,TR,2020-05-10
kloulklubed,7.04,134.26,82.83,76,97,5.46,PW,2020-05-10
bytow,54.17,17.49,57.0,80,84,8.86,PL,2020-05-10
burgersdorp,-31.0,26.33,45.79,57,0,1.79,ZA,2020-05-10
matagami,49.75,-77.63,17.6,92,90,14.99,CA,2020-05-10
varkkallai,8.73,76.71,86.0,79,75,3.36,IN,2020-05-10
sambava,-14.27,50.17,75.52,81,94,14.12,MG,2020-05-10
zapolyarnyy,69.42,30.81,32.0,97,90,10.29,RU,2020-05-10
pandan,14.05,124.17,87.64,66,71,5.97,PH,2020-05-10
williston,48.15,-103.62,39.0,49,68,5.66,US,2020-05-10
